Test_Date,County_Code,Zip_Code,Positive_Cases,Total_Tests
4/1/20,805,92009,0,1
4/1/20,61,10159,0,1
4/1/20,69,14471,0,1
4/1/20,85,10307,6,11
4/1/20,103,11980,0,3
4/1/20,59,11762,14,23
4/1/20,805,85225,0,1
4/1/20,63,14305,2,4
4/1/20,105,12723,1,3
4/1/20,105,12719,0,1
4/1/20,1,12077,2,2
4/1/20,55,14580,1,13
4/1/20,83,12018,0,1
4/1/20,107,13827,0,1
4/1/20,1,12206,1,5
4/1/20,43,13350,2,4
4/1/20,805,19030,1,1
4/1/20,805,7040,1,1
4/1/20,805,7501,0,1
4/1/20,61,10432,0,1
4/1/20,805,20906,0,1
4/1/20,115,12887,0,1
4/1/20,805,85210,0,1
4/1/20,61,,41,78
4/1/20,81,11691,31,55
4/1/20,119,10514,2,9
4/1/20,59,11580,35,63
4/1/20,5,10458,42,69
4/1/20,59,11501,20,38
4/1/20,103,11733,8,21
4/1/20,85,10301,18,30
4/1/20,71,10930,5,24
4/1/20,103,11704,28,45
4/1/20,35,12134,1,1
4/1/20,87,10962,3,9
4/1/20,79,10512,5,27
4/1/20,81,11421,26,42
4/1/20,29,14215,11,36
4/1/20,1,12211,0,1
4/1/20,805,7836,0,1
4/1/20,67,13209,1,7
4/1/20,81,11436,15,21
4/1/20,111,12484,0,4
4/1/20,103,11749,3,6
4/1/20,47,11201,10,23
4/1/20,55,14642,5,13
4/1/20,55,14611,3,11
4/1/20,59,11576,3,6
4/1/20,29,14201,3,10
4/1/20,61,10018,7,22
4/1/20,105,12721,4,12
4/1/20,119,10560,0,3
4/1/20,805,6902,0,1
4/1/20,805,6705,1,1
4/1/20,61,11510,1,1
4/1/20,117,14590,0,3
4/1/20,103,11721,2,3
4/1/20,805,8758,1,1
4/1/20,45,13606,0,2
4/1/20,103,11764,2,7
4/1/20,105,12775,1,2
4/1/20,61,11410,0,1
4/1/20,805,8810,0,1
4/1/20,7,13903,0,1
4/1/20,805,20032,0,1
4/1/20,61,10005,0,2
4/1/20,805,6840,0,1
4/1/20,805,75165,0,1
4/1/20,109,14847,0,1
4/1/20,75,13167,0,1
4/1/20,805,2532,0,1
4/1/20,81,U,0,1
4/1/20,119,10801,33,88
4/1/20,119,10701,38,85
4/1/20,87,10977,68,107
4/1/20,805,60463,0,1
4/1/20,85,10312,15,37
4/1/20,5,10453,49,78
4/1/20,59,11758,32,62
4/1/20,29,14202,1,3
4/1/20,81,11105,9,20
4/1/20,55,14621,0,18
4/1/20,103,11772,15,35
4/1/20,805,7103,1,1
4/1/20,805,60805,1,2
4/1/20,75,13142,2,9
4/1/20,79,10524,5,8
4/1/20,119,10530,5,19
4/1/20,1,12205,3,11
4/1/20,105,12764,0,1
4/1/20,81,11693,6,13
4/1/20,805,7950,1,2
4/1/20,45,13679,0,2
4/1/20,67,13078,1,4
4/1/20,27,12580,3,7
4/1/20,55,14606,2,14
4/1/20,29,14208,6,16
4/1/20,67,13041,0,2
4/1/20,9,14743,0,1
4/1/20,103,11783,3,3
4/1/20,9,14779,0,5
4/1/20,89,13694,0,1
4/1/20,805,7514,2,2
4/1/20,805,7302,1,3
4/1/20,89,13652,0,2
4/1/20,39,12454,1,1
4/1/20,71,10998,1,4
4/1/20,805,12520,1,1
4/1/20,805,20001,1,1
4/1/20,55,14464,1,2
4/1/20,91,12859,0,1
4/1/20,61,11480,0,1
4/1/20,3,14735,1,1
4/1/20,805,7424,1,1
4/1/20,91,12828,0,1
4/1/20,59,11606,1,1
4/1/20,805,40165,0,1
4/1/20,119,10707,10,21
4/1/20,5,10465,45,88
4/1/20,71,10990,12,32
4/1/20,61,10036,7,15
4/1/20,79,10541,12,39
4/1/20,59,11096,9,15
4/1/20,29,14227,5,22
4/1/20,805,20705,0,1
4/1/20,47,11214,23,54
4/1/20,119,10604,7,11
4/1/20,47,11228,19,30
4/1/20,27,12538,1,16
4/1/20,119,10605,12,35
4/1/20,59,11516,6,8
4/1/20,103,11790,6,8
4/1/20,77,13326,0,1
4/1/20,805,60406,0,1
4/1/20,805,6776,0,1
4/1/20,805,7719,0,2
4/1/20,37,14143,0,2
4/1/20,77,13320,0,2
4/1/20,105,12790,1,2
4/1/20,69,14425,0,4
4/1/20,805,60448,0,1
4/1/20,37,14011,0,1
4/1/20,805,40069,0,3
4/1/20,75,13302,0,1
4/1/20,805,99999,0,1
4/1/20,63,14095,0,1
4/1/20,119,10522,9,20
4/1/20,103,11713,12,18
4/1/20,103,,122,333
4/1/20,101,14807,3,3
4/1/20,63,14120,5,19
4/1/20,71,12533,1,3
4/1/20,85,10306,22,50
4/1/20,29,14211,1,18
4/1/20,103,11757,26,46
4/1/20,119,10577,2,4
4/1/20,119,10536,3,9
4/1/20,61,10128,14,44
4/1/20,119,10607,5,13
4/1/20,67,13206,0,7
4/1/20,91,12065,3,11
4/1/20,805,7205,1,1
4/1/20,805,40004,0,3
4/1/20,63,14105,0,1
4/1/20,805,7960,0,1
4/1/20,109,13073,0,5
4/1/20,119,11042,1,1
4/1/20,113,12808,0,1
4/1/20,119,10596,0,2
4/1/20,99,14860,0,1
4/1/20,107,13760,0,1
4/1/20,65,13425,1,1
4/1/20,11,13033,0,1
4/1/20,65,13483,1,1
4/1/20,59,U,1,2
4/1/20,805,7046,0,1
4/1/20,71,10921,1,3
4/1/20,105,12737,1,3
4/1/20,111,12446,0,1
4/1/20,805,19454,0,1
4/1/20,27,12572,4,18
4/1/20,109,14850,6,89
4/1/20,1,12110,1,5
4/1/20,87,10954,22,47
4/1/20,5,10455,19,33
4/1/20,11,13081,0,2
4/1/20,59,11010,16,20
4/1/20,81,11355,30,47
4/1/20,105,12788,1,3
4/1/20,119,10507,4,16
4/1/20,81,11426,11,22
4/1/20,119,10601,9,18
4/1/20,29,14218,1,6
4/1/20,83,12144,2,3
4/1/20,59,11756,20,45
4/1/20,55,14472,0,3
4/1/20,29,,0,2
4/1/20,805,30265,1,1
4/1/20,81,11697,1,3
4/1/20,93,12308,1,4
4/1/20,111,12515,0,2
4/1/20,105,12701,6,21
4/1/20,29,14207,0,6
4/1/20,87,10986,1,4
4/1/20,9,14760,0,5
4/1/20,45,13608,0,1
4/1/20,97,14818,0,1
4/1/20,805,7722,0,1
4/1/20,25,12167,0,1
4/1/20,71,12746,1,3
4/1/20,23,13053,0,1
4/1/20,119,10545,1,1
4/1/20,5,10400,1,1
4/1/20,805,7676,0,1
4/1/20,83,12090,0,1
4/1/20,805,8403,0,1
4/1/20,805,7508,0,1
4/1/20,21,12184,0,1
4/1/20,805,8844,0,1
4/1/20,61,10021,11,38
4/1/20,5,10463,40,74
4/1/20,103,11763,10,25
4/1/20,71,12549,6,20
4/1/20,109,14817,0,5
4/1/20,103,11776,16,25
4/1/20,69,14432,0,4
4/1/20,107,13811,0,1
4/1/20,65,,7,51
4/1/20,75,13036,0,4
4/1/20,27,12508,14,31
4/1/20,19,12972,0,1
4/1/20,805,7059,0,1
4/1/20,29,14214,4,15
4/1/20,101,14843,2,11
4/1/20,805,7307,0,1
4/1/20,67,13090,0,6
4/1/20,805,21771,0,2
4/1/20,79,10537,0,1
4/1/20,105,12722,0,1
4/1/20,45,13618,0,1
4/1/20,1,12143,0,1
4/1/20,805,7458,0,2
4/1/20,107,14883,0,4
4/1/20,119,10520,3,6
4/1/20,117,14522,0,2
4/1/20,805,22151,0,1
4/1/20,71,12729,1,1
4/1/20,805,7410,1,4
4/1/20,805,7036,1,1
4/1/20,805,17663,0,1
4/1/20,87,10968,1,4
4/1/20,1,12186,1,3
4/1/20,805,61801,0,1
4/1/20,805,7090,0,2
4/1/20,109,14882,0,2
4/1/20,805,20853,0,1
4/1/20,805,7701,0,1
4/1/20,119,10517,0,1
4/1/20,75,,0,1
4/1/20,47,11236,58,88
4/1/20,63,14092,0,5
4/1/20,59,11590,53,77
4/1/20,87,10927,20,37
4/1/20,5,10461,66,94
4/1/20,103,11731,17,34
4/1/20,805,18020,0,1
4/1/20,119,10552,24,40
4/1/20,85,10302,9,11
4/1/20,103,11967,14,41
4/1/20,805,20155,1,2
4/1/20,103,11901,7,14
4/1/20,71,10917,0,3
4/1/20,55,14617,2,13
4/1/20,59,11765,0,1
4/1/20,119,10543,12,36
4/1/20,85,10310,9,15
4/1/20,61,11581,1,1
4/1/20,29,99999,5,10
4/1/20,59,11797,2,7
4/1/20,119,10523,4,18
4/1/20,67,13217,0,1
4/1/20,65,13323,0,2
4/1/20,5,11042,1,1
4/1/20,59,11545,4,9
4/1/20,33,,0,4
4/1/20,805,8535,2,2
4/1/20,121,14011,1,2
4/1/20,93,,1,2
4/1/20,105,12751,0,1
4/1/20,11,13092,0,3
4/1/20,805,8817,0,1
4/1/20,103,11963,2,5
4/1/20,101,14810,0,2
4/1/20,805,7640,0,1
4/1/20,1,12159,0,1
4/1/20,805,7727,0,1
4/1/20,81,11432,31,55
4/1/20,47,11226,33,56
4/1/20,29,14006,2,3
4/1/20,103,11746,80,125
4/1/20,81,11428,20,29
4/1/20,103,11784,8,22
4/1/20,1,12054,1,6
4/1/20,5,10471,7,19
4/1/20,5,10474,6,7
4/1/20,81,11417,15,32
4/1/20,103,11726,20,27
4/1/20,53,13037,1,6
4/1/20,45,13622,0,3
4/1/20,47,11224,14,29
4/1/20,55,14622,1,5
4/1/20,75,13069,0,14
4/1/20,105,12786,0,1
4/1/20,59,11530,11,17
4/1/20,61,10282,2,5
4/1/20,55,14428,2,3
4/1/20,71,10926,3,10
4/1/20,59,11030,9,13
4/1/20,61,10034,19,28
4/1/20,59,11024,4,8
4/1/20,91,12027,0,2
4/1/20,71,12721,0,1
4/1/20,59,11802,1,1
4/1/20,103,11962,1,2
4/1/20,3,14880,1,2
4/1/20,805,7208,1,2
4/1/20,103,11940,0,4
4/1/20,805,60153,0,1
4/1/20,29,14170,0,1
4/1/20,67,13080,0,2
4/1/20,11,13160,0,2
4/1/20,805,20721,0,1
4/1/20,59,11569,1,1
4/1/20,79,12531,0,2
4/1/20,59,11709,2,6
4/1/20,103,11978,1,3
4/1/20,7,13748,0,1
4/1/20,805,60630,1,1
4/1/20,67,13214,0,1
4/1/20,805,1236,0,1
4/1/20,111,12456,0,2
4/1/20,805,6355,0,1
4/1/20,1,12309,0,1
4/1/20,81,11023,0,1
4/1/20,805,12754,1,1
4/1/20,805,7828,1,1
4/1/20,103,11750,1,1
4/1/20,117,14505,0,1
4/1/20,81,11005,1,1
4/1/20,805,7666,1,1
4/1/20,69,14504,0,1
4/1/20,805,18337,0,1
4/1/20,1,12007,0,1
4/1/20,119,10708,15,37
4/1/20,5,10473,77,118
4/1/20,47,11223,28,72
4/1/20,47,11249,19,33
4/1/20,119,10583,30,59
4/1/20,71,12550,39,87
4/1/20,81,11431,1,1
4/1/20,5,10469,79,127
4/1/20,59,11566,18,31
4/1/20,111,12401,6,21
4/1/20,81,11365,19,29
4/1/20,63,14172,0,1
4/1/20,39,12470,0,1
4/1/20,805,7050,1,2
4/1/20,105,12732,0,1
4/1/20,805,85205,0,1
4/1/20,59,11791,5,15
4/1/20,105,12754,2,8
4/1/20,1,12047,0,4
4/1/20,805,22180,0,1
4/1/20,67,13066,0,3
4/1/20,75,13131,0,6
4/1/20,71,12586,4,14
4/1/20,805,85044,0,1
4/1/20,55,14468,0,7
4/1/20,67,13082,0,2
4/1/20,1,12189,0,3
4/1/20,5,11462,1,1
4/1/20,65,13478,0,1
4/1/20,45,13656,0,1
4/1/20,27,12592,1,1
4/1/20,99,14521,0,2
4/1/20,59,11732,0,2
4/1/20,805,17401,0,1
4/1/20,805,6906,0,4
4/1/20,83,12033,0,2
4/1/20,59,11020,2,3
4/1/20,805,6708,1,1
4/1/20,71,10988,0,2
4/1/20,119,11035,1,1
4/1/20,805,7866,0,2
4/1/20,121,14066,1,1
4/1/20,805,46404,0,1
4/1/20,103,11944,2,5
4/1/20,45,13612,0,1
4/1/20,805,7624,0,1
4/1/20,45,13640,0,1
4/1/20,111,12486,1,1
4/1/20,111,12483,0,1
4/1/20,47,11576,1,1
4/1/20,101,14873,0,1
4/1/20,805,7005,0,1
4/1/20,119,10538,4,23
4/1/20,85,10305,25,45
4/1/20,73,14411,0,5
4/1/20,805,22404,0,1
4/1/20,59,11021,13,17
4/1/20,87,10984,2,8
4/1/20,71,12518,5,7
4/1/20,87,10952,62,106
4/1/20,71,10950,48,116
4/1/20,81,11412,28,39
4/1/20,55,14624,8,20
4/1/20,17,13332,1,5
4/1/20,805,6811,0,3
4/1/20,87,10993,10,15
4/1/20,805,7737,0,1
4/1/20,109,13068,0,4
4/1/20,47,11239,8,17
4/1/20,805,7087,2,5
4/1/20,805,60456,0,1
4/1/20,59,11042,1,2
4/1/20,27,12569,3,10
4/1/20,29,14220,3,6
4/1/20,81,11694,10,20
4/1/20,3,14895,1,4
4/1/20,29,14081,0,1
4/1/20,109,13053,0,4
4/1/20,117,14519,0,2
4/1/20,61,11024,1,1
4/1/20,21,12534,3,11
4/1/20,17,13815,1,5
4/1/20,1,12304,0,1
4/1/20,29,14210,2,23
4/1/20,71,12543,0,4
4/1/20,91,12170,0,2
4/1/20,115,12809,0,1
4/1/20,71,10958,1,5
4/1/20,17,13052,0,1
4/1/20,805,53714,0,1
4/1/20,15,14889,0,1
4/1/20,73,14420,0,2
4/1/20,47,10799,0,2
4/1/20,805,8512,0,1
4/1/20,19,12962,0,2
4/1/20,805,7746,0,1
4/1/20,805,8012,1,1
4/1/20,123,14544,0,1
4/1/20,805,20110,0,1
4/1/20,121,14530,0,2
4/1/20,805,6907,0,1
4/1/20,805,7704,0,1
4/1/20,111,12465,0,1
4/1/20,59,11710,19,47
4/1/20,47,11209,31,59
4/1/20,91,12833,0,3
4/1/20,805,7930,3,3
4/1/20,59,11803,17,28
4/1/20,55,14615,2,10
4/1/20,55,14627,1,1
4/1/20,99,13165,1,4
4/1/20,47,11217,10,19
4/1/20,29,14209,3,3
4/1/20,63,14304,6,13
4/1/20,805,7073,1,2
4/1/20,805,60625,0,1
4/1/20,119,10606,12,23
4/1/20,119,10547,3,9
4/1/20,103,11740,6,13
4/1/20,21,12565,0,1
4/1/20,85,,2,3
4/1/20,11,13026,0,2
4/1/20,65,13440,1,16
4/1/20,805,6484,0,1
4/1/20,27,,8,24
4/1/20,119,10709,8,22
4/1/20,79,10509,5,20
4/1/20,805,78249,0,1
4/1/20,113,12804,0,2
4/1/20,805,7450,0,1
4/1/20,61,10075,7,11
4/1/20,805,7039,2,3
4/1/20,59,11558,3,4
4/1/20,13,14701,0,2
4/1/20,805,8820,1,2
4/1/20,805,8882,1,3
4/1/20,111,12402,0,1
4/1/20,103,11939,0,1
4/1/20,805,7628,0,2
4/1/20,55,14610,0,1
4/1/20,103,11719,2,5
4/1/20,111,12548,0,1
4/1/20,119,10576,1,1
4/1/20,805,33414,0,1
4/1/20,805,8527,0,1
4/1/20,805,8742,0,1
4/1/20,805,33033,1,1
4/1/20,21,12172,0,1
4/1/20,11,13147,0,1
4/1/20,805,19934,0,1
4/1/20,121,14039,0,1
4/1/20,805,34110,0,1
4/1/20,805,28311,1,1
4/1/20,3,14739,0,1
4/1/20,805,16340,0,1
4/1/20,5,10470,9,26
4/1/20,87,10923,10,24
4/1/20,85,10309,19,41
4/1/20,81,11435,42,65
4/1/20,103,11701,20,42
4/1/20,85,10308,15,34
4/1/20,47,11207,40,69
4/1/20,103,11727,21,33
4/1/20,81,11369,31,45
4/1/20,61,10003,4,15
4/1/20,81,11427,16,27
4/1/20,119,10549,7,22
4/1/20,81,11364,7,15
4/1/20,29,14217,7,19
4/1/20,53,13346,3,20
4/1/20,103,11735,2,4
4/1/20,29,14203,2,3
4/1/20,119,10533,3,7
4/1/20,29,14223,2,9
4/1/20,71,,5,9
4/1/20,27,12533,10,25
4/1/20,103,11788,6,14
4/1/20,105,12785,2,3
4/1/20,65,13403,0,1
4/1/20,27,12570,2,7
4/1/20,81,11109,5,9
4/1/20,71,12589,1,4
4/1/20,805,60173,0,1
4/1/20,53,13332,0,2
4/1/20,109,,0,2
4/1/20,805,60031,0,1
4/1/20,95,12071,0,1
4/1/20,3,14770,0,1
4/1/20,107,13736,0,5
4/1/20,61,10000,1,1
4/1/20,23,13803,0,2
4/1/20,29,14069,1,1
4/1/20,805,7753,0,1
4/1/20,99,14588,0,1
4/1/20,121,14591,0,1
4/1/20,805,6877,0,1
4/1/20,77,13861,0,1
